"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"28/02/2025 20:00:00 - 28/02/2025 21:00:00","BZN|FI","Without sequence","59.56","",""
"28/02/2025 21:00:00 - 28/02/2025 22:00:00","BZN|FI","Without sequence","49.98","",""
"28/02/2025 22:00:00 - 28/02/2025 23:00:00","BZN|FI","Without sequence","40.0","",""
"28/02/2025 23:00:00 - 01/03/2025 00:00:00","BZN|FI","Without sequence","33.6","",""
"01/03/2025 00:00:00 - 01/03/2025 01:00:00","BZN|FI","Without sequence","40.0","",""
"01/03/2025 01:00:00 - 01/03/2025 02:00:00","BZN|FI","Without sequence","34.81","",""
"01/03/2025 02:00:00 - 01/03/2025 03:00:00","BZN|FI","Without sequence","44.27","",""
"01/03/2025 03:00:00 - 01/03/2025 04:00:00","BZN|FI","Without sequence","32.56","",""
"01/03/2025 04:00:00 - 01/03/2025 05:00:00","BZN|FI","Without sequence","33.85","",""
"01/03/2025 05:00:00 - 01/03/2025 06:00:00","BZN|FI","Without sequence","50.01","",""
"01/03/2025 06:00:00 - 01/03/2025 07:00:00","BZN|FI","Without sequence","71.74","",""
"01/03/2025 07:00:00 - 01/03/2025 08:00:00","BZN|FI","Without sequence","136.23","",""
"01/03/2025 08:00:00 - 01/03/2025 09:00:00","BZN|FI","Without sequence","139.13","",""
"01/03/2025 09:00:00 - 01/03/2025 10:00:00","BZN|FI","Without sequence","150.07","",""
"01/03/2025 10:00:00 - 01/03/2025 11:00:00","BZN|FI","Without sequence","141.96","",""
"01/03/2025 11:00:00 - 01/03/2025 12:00:00","BZN|FI","Without sequence","160.0","",""
"01/03/2025 12:00:00 - 01/03/2025 13:00:00","BZN|FI","Without sequence","141.96","",""
"01/03/2025 13:00:00 - 01/03/2025 14:00:00","BZN|FI","Without sequence","105.0","",""
"01/03/2025 14:00:00 - 01/03/2025 15:00:00","BZN|FI","Without sequence","114.7","",""
"01/03/2025 15:00:00 - 01/03/2025 16:00:00","BZN|FI","Without sequence","105.0","",""
"01/03/2025 16:00:00 - 01/03/2025 17:00:00","BZN|FI","Without sequence","137.04","",""
"01/03/2025 17:00:00 - 01/03/2025 18:00:00","BZN|FI","Without sequence","125.0","",""
"01/03/2025 18:00:00 - 01/03/2025 19:00:00","BZN|FI","Without sequence","59.72","",""
"01/03/2025 19:00:00 - 01/03/2025 20:00:00","BZN|FI","Without sequence","34.99","",""
"01/03/2025 20:00:00 - 01/03/2025 21:00:00","BZN|FI","Without sequence","7.79","",""
"01/03/2025 21:00:00 - 01/03/2025 22:00:00","BZN|FI","Without sequence","10.11","",""
"01/03/2025 22:00:00 - 01/03/2025 23:00:00","BZN|FI","Without sequence","4.19","",""
"01/03/2025 23:00:00 - 02/03/2025 00:00:00","BZN|FI","Without sequence","3.42","",""
"02/03/2025 00:00:00 - 02/03/2025 01:00:00","BZN|FI","Without sequence","2.39","",""
"02/03/2025 01:00:00 - 02/03/2025 02:00:00","BZN|FI","Without sequence","2.28","",""
"02/03/2025 02:00:00 - 02/03/2025 03:00:00","BZN|FI","Without sequence","1.96","",""
"02/03/2025 03:00:00 - 02/03/2025 04:00:00","BZN|FI","Without sequence","1.52","",""
"02/03/2025 04:00:00 - 02/03/2025 05:00:00","BZN|FI","Without sequence","1.59","",""
"02/03/2025 05:00:00 - 02/03/2025 06:00:00","BZN|FI","Without sequence","1.58","",""
"02/03/2025 06:00:00 - 02/03/2025 07:00:00","BZN|FI","Without sequence","1.7","",""
"02/03/2025 07:00:00 - 02/03/2025 08:00:00","BZN|FI","Without sequence","1.9","",""
"02/03/2025 08:00:00 - 02/03/2025 09:00:00","BZN|FI","Without sequence","1.95","",""
"02/03/2025 09:00:00 - 02/03/2025 10:00:00","BZN|FI","Without sequence","2.0","",""
"02/03/2025 10:00:00 - 02/03/2025 11:00:00","BZN|FI","Without sequence","1.63","",""
"02/03/2025 11:00:00 - 02/03/2025 12:00:00","BZN|FI","Without sequence","1.3","",""
"02/03/2025 12:00:00 - 02/03/2025 13:00:00","BZN|FI","Without sequence","0.93","",""
"02/03/2025 13:00:00 - 02/03/2025 14:00:00","BZN|FI","Without sequence","1.11","",""
"02/03/2025 14:00:00 - 02/03/2025 15:00:00","BZN|FI","Without sequence","1.3","",""
"02/03/2025 15:00:00 - 02/03/2025 16:00:00","BZN|FI","Without sequence","2.03","",""
"02/03/2025 16:00:00 - 02/03/2025 17:00:00","BZN|FI","Without sequence","2.54","",""
"02/03/2025 17:00:00 - 02/03/2025 18:00:00","BZN|FI","Without sequence","4.06","",""
"02/03/2025 18:00:00 - 02/03/2025 19:00:00","BZN|FI","Without sequence","3.66","",""
"02/03/2025 19:00:00 - 02/03/2025 20:00:00","BZN|FI","Without sequence","4.02","",""
"02/03/2025 20:00:00 - 02/03/2025 21:00:00","BZN|FI","Without sequence","3.71","",""
"02/03/2025 21:00:00 - 02/03/2025 22:00:00","BZN|FI","Without sequence","3.34","",""
"02/03/2025 22:00:00 - 02/03/2025 23:00:00","BZN|FI","Without sequence","2.93","",""
"02/03/2025 23:00:00 - 03/03/2025 00:00:00","BZN|FI","Without sequence","2.11","",""
"03/03/2025 00:00:00 - 03/03/2025 01:00:00","BZN|FI","Without sequence","17.72","",""
"03/03/2025 01:00:00 - 03/03/2025 02:00:00","BZN|FI","Without sequence","12.2","",""
"03/03/2025 02:00:00 - 03/03/2025 03:00:00","BZN|FI","Without sequence","3.01","",""
"03/03/2025 03:00:00 - 03/03/2025 04:00:00","BZN|FI","Without sequence","1.27","",""
"03/03/2025 04:00:00 - 03/03/2025 05:00:00","BZN|FI","Without sequence","1.27","",""
"03/03/2025 05:00:00 - 03/03/2025 06:00:00","BZN|FI","Without sequence","2.33","",""
"03/03/2025 06:00:00 - 03/03/2025 07:00:00","BZN|FI","Without sequence","3.01","",""
"03/03/2025 07:00:00 - 03/03/2025 08:00:00","BZN|FI","Without sequence","4.32","",""
"03/03/2025 08:00:00 - 03/03/2025 09:00:00","BZN|FI","Without sequence","18.37","",""
"03/03/2025 09:00:00 - 03/03/2025 10:00:00","BZN|FI","Without sequence","14.0","",""
"03/03/2025 10:00:00 - 03/03/2025 11:00:00","BZN|FI","Without sequence","3.96","",""
"03/03/2025 11:00:00 - 03/03/2025 12:00:00","BZN|FI","Without sequence","3.49","",""
"03/03/2025 12:00:00 - 03/03/2025 13:00:00","BZN|FI","Without sequence","2.35","",""
"03/03/2025 13:00:00 - 03/03/2025 14:00:00","BZN|FI","Without sequence","1.73","",""
"03/03/2025 14:00:00 - 03/03/2025 15:00:00","BZN|FI","Without sequence","2.02","",""
"03/03/2025 15:00:00 - 03/03/2025 16:00:00","BZN|FI","Without sequence","1.99","",""
"03/03/2025 16:00:00 - 03/03/2025 17:00:00","BZN|FI","Without sequence","2.16","",""
"03/03/2025 17:00:00 - 03/03/2025 18:00:00","BZN|FI","Without sequence","2.26","",""
"03/03/2025 18:00:00 - 03/03/2025 19:00:00","BZN|FI","Without sequence","2.08","",""
"03/03/2025 19:00:00 - 03/03/2025 20:00:00","BZN|FI","Without sequence","2.08","",""
"03/03/2025 20:00:00 - 03/03/2025 21:00:00","BZN|FI","Without sequence","1.99","",""
"03/03/2025 21:00:00 - 03/03/2025 22:00:00","BZN|FI","Without sequence","1.23","",""
"03/03/2025 22:00:00 - 03/03/2025 23:00:00","BZN|FI","Without sequence","0.43","",""
"03/03/2025 23:00:00 - 04/03/2025 00:00:00","BZN|FI","Without sequence","-0.01","",""
"04/03/2025 00:00:00 - 04/03/2025 01:00:00","BZN|FI","Without sequence","-0.1","",""
"04/03/2025 01:00:00 - 04/03/2025 02:00:00","BZN|FI","Without sequence","-0.11","",""
"04/03/2025 02:00:00 - 04/03/2025 03:00:00","BZN|FI","Without sequence","-0.11","",""
"04/03/2025 03:00:00 - 04/03/2025 04:00:00","BZN|FI","Without sequence","-0.1","",""
"04/03/2025 04:00:00 - 04/03/2025 05:00:00","BZN|FI","Without sequence","0.0","",""
"04/03/2025 05:00:00 - 04/03/2025 06:00:00","BZN|FI","Without sequence","1.05","",""
"04/03/2025 06:00:00 - 04/03/2025 07:00:00","BZN|FI","Without sequence","2.22","",""
"04/03/2025 07:00:00 - 04/03/2025 08:00:00","BZN|FI","Without sequence","2.64","",""
"04/03/2025 08:00:00 - 04/03/2025 09:00:00","BZN|FI","Without sequence","3.12","",""
"04/03/2025 09:00:00 - 04/03/2025 10:00:00","BZN|FI","Without sequence","3.66","",""
"04/03/2025 10:00:00 - 04/03/2025 11:00:00","BZN|FI","Without sequence","3.84","",""
"04/03/2025 11:00:00 - 04/03/2025 12:00:00","BZN|FI","Without sequence","3.66","",""
"04/03/2025 12:00:00 - 04/03/2025 13:00:00","BZN|FI","Without sequence","3.74","",""
"04/03/2025 13:00:00 - 04/03/2025 14:00:00","BZN|FI","Without sequence","3.97","",""
"04/03/2025 14:00:00 - 04/03/2025 15:00:00","BZN|FI","Without sequence","6.39","",""
"04/03/2025 15:00:00 - 04/03/2025 16:00:00","BZN|FI","Without sequence","10.46","",""
"04/03/2025 16:00:00 - 04/03/2025 17:00:00","BZN|FI","Without sequence","14.61","",""
"04/03/2025 17:00:00 - 04/03/2025 18:00:00","BZN|FI","Without sequence","17.25","",""
"04/03/2025 18:00:00 - 04/03/2025 19:00:00","BZN|FI","Without sequence","16.98","",""
"04/03/2025 19:00:00 - 04/03/2025 20:00:00","BZN|FI","Without sequence","16.98","",""
"04/03/2025 20:00:00 - 04/03/2025 21:00:00","BZN|FI","Without sequence","5.54","",""
"04/03/2025 21:00:00 - 04/03/2025 22:00:00","BZN|FI","Without sequence","9.27","",""
"04/03/2025 22:00:00 - 04/03/2025 23:00:00","BZN|FI","Without sequence","5.1","",""
"04/03/2025 23:00:00 - 05/03/2025 00:00:00","BZN|FI","Without sequence","1.43","",""
"05/03/2025 00:00:00 - 05/03/2025 01:00:00","BZN|FI","Without sequence","0.0","",""
"05/03/2025 01:00:00 - 05/03/2025 02:00:00","BZN|FI","Without sequence","-0.08","",""
"05/03/2025 02:00:00 - 05/03/2025 03:00:00","BZN|FI","Without sequence","-0.2","",""
"05/03/2025 03:00:00 - 05/03/2025 04:00:00","BZN|FI","Without sequence","-0.21","",""
"05/03/2025 04:00:00 - 05/03/2025 05:00:00","BZN|FI","Without sequence","-0.14","",""
"05/03/2025 05:00:00 - 05/03/2025 06:00:00","BZN|FI","Without sequence","-0.02","",""
"05/03/2025 06:00:00 - 05/03/2025 07:00:00","BZN|FI","Without sequence","1.15","",""
"05/03/2025 07:00:00 - 05/03/2025 08:00:00","BZN|FI","Without sequence","2.49","",""
"05/03/2025 08:00:00 - 05/03/2025 09:00:00","BZN|FI","Without sequence","2.99","",""
"05/03/2025 09:00:00 - 05/03/2025 10:00:00","BZN|FI","Without sequence","2.43","",""
"05/03/2025 10:00:00 - 05/03/2025 11:00:00","BZN|FI","Without sequence","1.17","",""
"05/03/2025 11:00:00 - 05/03/2025 12:00:00","BZN|FI","Without sequence","0.01","",""
"05/03/2025 12:00:00 - 05/03/2025 13:00:00","BZN|FI","Without sequence","-0.21","",""
"05/03/2025 13:00:00 - 05/03/2025 14:00:00","BZN|FI","Without sequence","-0.01","",""
"05/03/2025 14:00:00 - 05/03/2025 15:00:00","BZN|FI","Without sequence","1.12","",""
"05/03/2025 15:00:00 - 05/03/2025 16:00:00","BZN|FI","Without sequence","2.15","",""
"05/03/2025 16:00:00 - 05/03/2025 17:00:00","BZN|FI","Without sequence","3.17","",""
"05/03/2025 17:00:00 - 05/03/2025 18:00:00","BZN|FI","Without sequence","3.23","",""
"05/03/2025 18:00:00 - 05/03/2025 19:00:00","BZN|FI","Without sequence","3.26","",""
"05/03/2025 19:00:00 - 05/03/2025 20:00:00","BZN|FI","Without sequence","3.17","",""
"05/03/2025 20:00:00 - 05/03/2025 21:00:00","BZN|FI","Without sequence","3.21","",""
"05/03/2025 21:00:00 - 05/03/2025 22:00:00","BZN|FI","Without sequence","3.53","",""
"05/03/2025 22:00:00 - 05/03/2025 23:00:00","BZN|FI","Without sequence","2.93","",""
"05/03/2025 23:00:00 - 06/03/2025 00:00:00","BZN|FI","Without sequence","2.23","",""
"06/03/2025 00:00:00 - 06/03/2025 01:00:00","BZN|FI","Without sequence","2.92","",""
"06/03/2025 01:00:00 - 06/03/2025 02:00:00","BZN|FI","Without sequence","2.52","",""
"06/03/2025 02:00:00 - 06/03/2025 03:00:00","BZN|FI","Without sequence","5.1","",""
"06/03/2025 03:00:00 - 06/03/2025 04:00:00","BZN|FI","Without sequence","16.89","",""
"06/03/2025 04:00:00 - 06/03/2025 05:00:00","BZN|FI","Without sequence","26.2","",""
"06/03/2025 05:00:00 - 06/03/2025 06:00:00","BZN|FI","Without sequence","46.14","",""
"06/03/2025 06:00:00 - 06/03/2025 07:00:00","BZN|FI","Without sequence","49.39","",""
"06/03/2025 07:00:00 - 06/03/2025 08:00:00","BZN|FI","Without sequence","36.65","",""
"06/03/2025 08:00:00 - 06/03/2025 09:00:00","BZN|FI","Without sequence","30.75","",""
"06/03/2025 09:00:00 - 06/03/2025 10:00:00","BZN|FI","Without sequence","21.26","",""
"06/03/2025 10:00:00 - 06/03/2025 11:00:00","BZN|FI","Without sequence","5.29","",""
"06/03/2025 11:00:00 - 06/03/2025 12:00:00","BZN|FI","Without sequence","3.46","",""
"06/03/2025 12:00:00 - 06/03/2025 13:00:00","BZN|FI","Without sequence","1.68","",""
"06/03/2025 13:00:00 - 06/03/2025 14:00:00","BZN|FI","Without sequence","1.12","",""
"06/03/2025 14:00:00 - 06/03/2025 15:00:00","BZN|FI","Without sequence","2.68","",""
"06/03/2025 15:00:00 - 06/03/2025 16:00:00","BZN|FI","Without sequence","1.99","",""
"06/03/2025 16:00:00 - 06/03/2025 17:00:00","BZN|FI","Without sequence","1.24","",""
"06/03/2025 17:00:00 - 06/03/2025 18:00:00","BZN|FI","Without sequence","2.82","",""
"06/03/2025 18:00:00 - 06/03/2025 19:00:00","BZN|FI","Without sequence","3.15","",""
"06/03/2025 19:00:00 - 06/03/2025 20:00:00","BZN|FI","Without sequence","3.28","",""
"06/03/2025 20:00:00 - 06/03/2025 21:00:00","BZN|FI","Without sequence","2.98","",""
"06/03/2025 21:00:00 - 06/03/2025 22:00:00","BZN|FI","Without sequence","3.72","",""
"06/03/2025 22:00:00 - 06/03/2025 23:00:00","BZN|FI","Without sequence","3.89","",""
"06/03/2025 23:00:00 - 07/03/2025 00:00:00","BZN|FI","Without sequence","5.0","",""
"07/03/2025 00:00:00 - 07/03/2025 01:00:00","BZN|FI","Without sequence","6.4","",""
"07/03/2025 01:00:00 - 07/03/2025 02:00:00","BZN|FI","Without sequence","6.7","",""
"07/03/2025 02:00:00 - 07/03/2025 03:00:00","BZN|FI","Without sequence","9.86","",""
"07/03/2025 03:00:00 - 07/03/2025 04:00:00","BZN|FI","Without sequence","14.12","",""
"07/03/2025 04:00:00 - 07/03/2025 05:00:00","BZN|FI","Without sequence","21.32","",""
"07/03/2025 05:00:00 - 07/03/2025 06:00:00","BZN|FI","Without sequence","84.2","",""
"07/03/2025 06:00:00 - 07/03/2025 07:00:00","BZN|FI","Without sequence","153.03","",""
"07/03/2025 07:00:00 - 07/03/2025 08:00:00","BZN|FI","Without sequence","178.03","",""
"07/03/2025 08:00:00 - 07/03/2025 09:00:00","BZN|FI","Without sequence","133.02","",""
"07/03/2025 09:00:00 - 07/03/2025 10:00:00","BZN|FI","Without sequence","83.12","",""
"07/03/2025 10:00:00 - 07/03/2025 11:00:00","BZN|FI","Without sequence","72.07","",""
"07/03/2025 11:00:00 - 07/03/2025 12:00:00","BZN|FI","Without sequence","51.06","",""
"07/03/2025 12:00:00 - 07/03/2025 13:00:00","BZN|FI","Without sequence","56.17","",""
"07/03/2025 13:00:00 - 07/03/2025 14:00:00","BZN|FI","Without sequence","60.0","",""
"07/03/2025 14:00:00 - 07/03/2025 15:00:00","BZN|FI","Without sequence","60.0","",""
"07/03/2025 15:00:00 - 07/03/2025 16:00:00","BZN|FI","Without sequence","57.97","",""
"07/03/2025 16:00:00 - 07/03/2025 17:00:00","BZN|FI","Without sequence","39.47","",""
"07/03/2025 17:00:00 - 07/03/2025 18:00:00","BZN|FI","Without sequence","39.65","",""
"07/03/2025 18:00:00 - 07/03/2025 19:00:00","BZN|FI","Without sequence","23.61","",""
"07/03/2025 19:00:00 - 07/03/2025 20:00:00","BZN|FI","Without sequence","4.53","",""
"07/03/2025 20:00:00 - 07/03/2025 21:00:00","BZN|FI","Without sequence","3.22","",""
"07/03/2025 21:00:00 - 07/03/2025 22:00:00","BZN|FI","Without sequence","3.34","",""
"07/03/2025 22:00:00 - 07/03/2025 23:00:00","BZN|FI","Without sequence","2.99","",""
"07/03/2025 23:00:00 - 08/03/2025 00:00:00","BZN|FI","Without sequence","2.31","",""
"08/03/2025 00:00:00 - 08/03/2025 01:00:00","BZN|FI","Without sequence","0.19","",""
"08/03/2025 01:00:00 - 08/03/2025 02:00:00","BZN|FI","Without sequence","0.01","",""
"08/03/2025 02:00:00 - 08/03/2025 03:00:00","BZN|FI","Without sequence","-0.01","",""
"08/03/2025 03:00:00 - 08/03/2025 04:00:00","BZN|FI","Without sequence","-0.03","",""
"08/03/2025 04:00:00 - 08/03/2025 05:00:00","BZN|FI","Without sequence","-0.01","",""
"08/03/2025 05:00:00 - 08/03/2025 06:00:00","BZN|FI","Without sequence","-0.01","",""
"08/03/2025 06:00:00 - 08/03/2025 07:00:00","BZN|FI","Without sequence","-0.02","",""
"08/03/2025 07:00:00 - 08/03/2025 08:00:00","BZN|FI","Without sequence","-0.01","",""
"08/03/2025 08:00:00 - 08/03/2025 09:00:00","BZN|FI","Without sequence","-0.01","",""
"08/03/2025 09:00:00 - 08/03/2025 10:00:00","BZN|FI","Without sequence","0.0","",""
"08/03/2025 10:00:00 - 08/03/2025 11:00:00","BZN|FI","Without sequence","0.58","",""
"08/03/2025 11:00:00 - 08/03/2025 12:00:00","BZN|FI","Without sequence","0.01","",""
"08/03/2025 12:00:00 - 08/03/2025 13:00:00","BZN|FI","Without sequence","0.0","",""
"08/03/2025 13:00:00 - 08/03/2025 14:00:00","BZN|FI","Without sequence","0.01","",""
"08/03/2025 14:00:00 - 08/03/2025 15:00:00","BZN|FI","Without sequence","0.01","",""
"08/03/2025 15:00:00 - 08/03/2025 16:00:00","BZN|FI","Without sequence","-0.01","",""
"08/03/2025 16:00:00 - 08/03/2025 17:00:00","BZN|FI","Without sequence","0.0","",""
"08/03/2025 17:00:00 - 08/03/2025 18:00:00","BZN|FI","Without sequence","0.4","",""
"08/03/2025 18:00:00 - 08/03/2025 19:00:00","BZN|FI","Without sequence","0.54","",""
"08/03/2025 19:00:00 - 08/03/2025 20:00:00","BZN|FI","Without sequence","0.01","",""
"08/03/2025 20:00:00 - 08/03/2025 21:00:00","BZN|FI","Without sequence","0.0","",""
"08/03/2025 21:00:00 - 08/03/2025 22:00:00","BZN|FI","Without sequence","0.01","",""
"08/03/2025 22:00:00 - 08/03/2025 23:00:00","BZN|FI","Without sequence","1.01","",""
"08/03/2025 23:00:00 - 09/03/2025 00:00:00","BZN|FI","Without sequence","0.82","",""
"09/03/2025 00:00:00 - 09/03/2025 01:00:00","BZN|FI","Without sequence","1.51","",""
"09/03/2025 01:00:00 - 09/03/2025 02:00:00","BZN|FI","Without sequence","2.03","",""
"09/03/2025 02:00:00 - 09/03/2025 03:00:00","BZN|FI","Without sequence","2.59","",""
"09/03/2025 03:00:00 - 09/03/2025 04:00:00","BZN|FI","Without sequence","3.78","",""
"09/03/2025 04:00:00 - 09/03/2025 05:00:00","BZN|FI","Without sequence","4.89","",""
"09/03/2025 05:00:00 - 09/03/2025 06:00:00","BZN|FI","Without sequence","5.88","",""
"09/03/2025 06:00:00 - 09/03/2025 07:00:00","BZN|FI","Without sequence","6.4","",""
"09/03/2025 07:00:00 - 09/03/2025 08:00:00","BZN|FI","Without sequence","11.96","",""
"09/03/2025 08:00:00 - 09/03/2025 09:00:00","BZN|FI","Without sequence","38.67","",""
"09/03/2025 09:00:00 - 09/03/2025 10:00:00","BZN|FI","Without sequence","50.7","",""
"09/03/2025 10:00:00 - 09/03/2025 11:00:00","BZN|FI","Without sequence","54.83","",""
"09/03/2025 11:00:00 - 09/03/2025 12:00:00","BZN|FI","Without sequence","50.75","",""
"09/03/2025 12:00:00 - 09/03/2025 13:00:00","BZN|FI","Without sequence","49.56","",""
"09/03/2025 13:00:00 - 09/03/2025 14:00:00","BZN|FI","Without sequence","55.61","",""
"09/03/2025 14:00:00 - 09/03/2025 15:00:00","BZN|FI","Without sequence","157.01","",""
"09/03/2025 15:00:00 - 09/03/2025 16:00:00","BZN|FI","Without sequence","100.96","",""
"09/03/2025 16:00:00 - 09/03/2025 17:00:00","BZN|FI","Without sequence","141.64","",""
"09/03/2025 17:00:00 - 09/03/2025 18:00:00","BZN|FI","Without sequence","249.99","",""
"09/03/2025 18:00:00 - 09/03/2025 19:00:00","BZN|FI","Without sequence","218.27","",""
"09/03/2025 19:00:00 - 09/03/2025 20:00:00","BZN|FI","Without sequence","154.01","",""
"09/03/2025 20:00:00 - 09/03/2025 21:00:00","BZN|FI","Without sequence","129.07","",""
"09/03/2025 21:00:00 - 09/03/2025 22:00:00","BZN|FI","Without sequence","121.91","",""
"09/03/2025 22:00:00 - 09/03/2025 23:00:00","BZN|FI","Without sequence","112.97","",""
"09/03/2025 23:00:00 - 10/03/2025 00:00:00","BZN|FI","Without sequence","80.13","",""
"10/03/2025 00:00:00 - 10/03/2025 01:00:00","BZN|FI","Without sequence","84.2","",""
"10/03/2025 01:00:00 - 10/03/2025 02:00:00","BZN|FI","Without sequence","40.0","",""
"10/03/2025 02:00:00 - 10/03/2025 03:00:00","BZN|FI","Without sequence","35.0","",""
"10/03/2025 03:00:00 - 10/03/2025 04:00:00","BZN|FI","Without sequence","35.0","",""
"10/03/2025 04:00:00 - 10/03/2025 05:00:00","BZN|FI","Without sequence","59.92","",""
"10/03/2025 05:00:00 - 10/03/2025 06:00:00","BZN|FI","Without sequence","120.0","",""
"10/03/2025 06:00:00 - 10/03/2025 07:00:00","BZN|FI","Without sequence","173.49","",""
"10/03/2025 07:00:00 - 10/03/2025 08:00:00","BZN|FI","Without sequence","186.86","",""
"10/03/2025 08:00:00 - 10/03/2025 09:00:00","BZN|FI","Without sequence","153.05","",""
"10/03/2025 09:00:00 - 10/03/2025 10:00:00","BZN|FI","Without sequence","136.46","",""
"10/03/2025 10:00:00 - 10/03/2025 11:00:00","BZN|FI","Without sequence","94.37","",""
"10/03/2025 11:00:00 - 10/03/2025 12:00:00","BZN|FI","Without sequence","139.9","",""
"10/03/2025 12:00:00 - 10/03/2025 13:00:00","BZN|FI","Without sequence","107.77","",""
"10/03/2025 13:00:00 - 10/03/2025 14:00:00","BZN|FI","Without sequence","107.14","",""
"10/03/2025 14:00:00 - 10/03/2025 15:00:00","BZN|FI","Without sequence","88.27","",""
"10/03/2025 15:00:00 - 10/03/2025 16:00:00","BZN|FI","Without sequence","99.99","",""
"10/03/2025 16:00:00 - 10/03/2025 17:00:00","BZN|FI","Without sequence","117.13","",""
"10/03/2025 17:00:00 - 10/03/2025 18:00:00","BZN|FI","Without sequence","136.27","",""
"10/03/2025 18:00:00 - 10/03/2025 19:00:00","BZN|FI","Without sequence","152.83","",""
"10/03/2025 19:00:00 - 10/03/2025 20:00:00","BZN|FI","Without sequence","135.7","",""
"10/03/2025 20:00:00 - 10/03/2025 21:00:00","BZN|FI","Without sequence","82.53","",""
"10/03/2025 21:00:00 - 10/03/2025 22:00:00","BZN|FI","Without sequence","62.64","",""
"10/03/2025 22:00:00 - 10/03/2025 23:00:00","BZN|FI","Without sequence","33.94","",""
"10/03/2025 23:00:00 - 11/03/2025 00:00:00","BZN|FI","Without sequence","20.0","",""
"11/03/2025 00:00:00 - 11/03/2025 01:00:00","BZN|FI","Without sequence","35.9","",""
"11/03/2025 01:00:00 - 11/03/2025 02:00:00","BZN|FI","Without sequence","31.07","",""
"11/03/2025 02:00:00 - 11/03/2025 03:00:00","BZN|FI","Without sequence","28.94","",""
"11/03/2025 03:00:00 - 11/03/2025 04:00:00","BZN|FI","Without sequence","25.24","",""
"11/03/2025 04:00:00 - 11/03/2025 05:00:00","BZN|FI","Without sequence","28.62","",""
"11/03/2025 05:00:00 - 11/03/2025 06:00:00","BZN|FI","Without sequence","48.24","",""
"11/03/2025 06:00:00 - 11/03/2025 07:00:00","BZN|FI","Without sequence","124.5","",""
"11/03/2025 07:00:00 - 11/03/2025 08:00:00","BZN|FI","Without sequence","144.48","",""
"11/03/2025 08:00:00 - 11/03/2025 09:00:00","BZN|FI","Without sequence","148.73","",""
"11/03/2025 09:00:00 - 11/03/2025 10:00:00","BZN|FI","Without sequence","128.15","",""
"11/03/2025 10:00:00 - 11/03/2025 11:00:00","BZN|FI","Without sequence","101.99","",""
"11/03/2025 11:00:00 - 11/03/2025 12:00:00","BZN|FI","Without sequence","93.26","",""
"11/03/2025 12:00:00 - 11/03/2025 13:00:00","BZN|FI","Without sequence","102.93","",""
"11/03/2025 13:00:00 - 11/03/2025 14:00:00","BZN|FI","Without sequence","102.39","",""
"11/03/2025 14:00:00 - 11/03/2025 15:00:00","BZN|FI","Without sequence","97.6","",""
"11/03/2025 15:00:00 - 11/03/2025 16:00:00","BZN|FI","Without sequence","106.41","",""
"11/03/2025 16:00:00 - 11/03/2025 17:00:00","BZN|FI","Without sequence","126.64","",""
"11/03/2025 17:00:00 - 11/03/2025 18:00:00","BZN|FI","Without sequence","153.39","",""
"11/03/2025 18:00:00 - 11/03/2025 19:00:00","BZN|FI","Without sequence","178.44","",""
"11/03/2025 19:00:00 - 11/03/2025 20:00:00","BZN|FI","Without sequence","150.41","",""
"11/03/2025 20:00:00 - 11/03/2025 21:00:00","BZN|FI","Without sequence","109.39","",""
"11/03/2025 21:00:00 - 11/03/2025 22:00:00","BZN|FI","Without sequence","130.01","",""
"11/03/2025 22:00:00 - 11/03/2025 23:00:00","BZN|FI","Without sequence","124.51","",""
"11/03/2025 23:00:00 - 12/03/2025 00:00:00","BZN|FI","Without sequence","121.09","",""
"12/03/2025 00:00:00 - 12/03/2025 01:00:00","BZN|FI","Without sequence","88.2","",""
"12/03/2025 01:00:00 - 12/03/2025 02:00:00","BZN|FI","Without sequence","76.99","",""
"12/03/2025 02:00:00 - 12/03/2025 03:00:00","BZN|FI","Without sequence","85.09","",""
"12/03/2025 03:00:00 - 12/03/2025 04:00:00","BZN|FI","Without sequence","91.49","",""
"12/03/2025 04:00:00 - 12/03/2025 05:00:00","BZN|FI","Without sequence","102.35","",""
"12/03/2025 05:00:00 - 12/03/2025 06:00:00","BZN|FI","Without sequence","188.32","",""
"12/03/2025 06:00:00 - 12/03/2025 07:00:00","BZN|FI","Without sequence","180.15","",""
"12/03/2025 07:00:00 - 12/03/2025 08:00:00","BZN|FI","Without sequence","173.99","",""
"12/03/2025 08:00:00 - 12/03/2025 09:00:00","BZN|FI","Without sequence","187.16","",""
"12/03/2025 09:00:00 - 12/03/2025 10:00:00","BZN|FI","Without sequence","214.8","",""
"12/03/2025 10:00:00 - 12/03/2025 11:00:00","BZN|FI","Without sequence","187.43","",""
"12/03/2025 11:00:00 - 12/03/2025 12:00:00","BZN|FI","Without sequence","130.0","",""
"12/03/2025 12:00:00 - 12/03/2025 13:00:00","BZN|FI","Without sequence","129.99","",""
"12/03/2025 13:00:00 - 12/03/2025 14:00:00","BZN|FI","Without sequence","129.99","",""
"12/03/2025 14:00:00 - 12/03/2025 15:00:00","BZN|FI","Without sequence","129.99","",""
