"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"25/11/2020 11:00:00 - 25/11/2020 12:00:00","BZN|FI","Without sequence","16.55","",""
"25/11/2020 12:00:00 - 25/11/2020 13:00:00","BZN|FI","Without sequence","17.65","",""
"25/11/2020 13:00:00 - 25/11/2020 14:00:00","BZN|FI","Without sequence","22.23","",""
"25/11/2020 14:00:00 - 25/11/2020 15:00:00","BZN|FI","Without sequence","29.96","",""
"25/11/2020 15:00:00 - 25/11/2020 16:00:00","BZN|FI","Without sequence","28.29","",""
"25/11/2020 16:00:00 - 25/11/2020 17:00:00","BZN|FI","Without sequence","19.23","",""
"25/11/2020 17:00:00 - 25/11/2020 18:00:00","BZN|FI","Without sequence","14.43","",""
"25/11/2020 18:00:00 - 25/11/2020 19:00:00","BZN|FI","Without sequence","17.38","",""
"25/11/2020 19:00:00 - 25/11/2020 20:00:00","BZN|FI","Without sequence","11.58","",""
"25/11/2020 20:00:00 - 25/11/2020 21:00:00","BZN|FI","Without sequence","5.64","",""
"25/11/2020 21:00:00 - 25/11/2020 22:00:00","BZN|FI","Without sequence","5.64","",""
"25/11/2020 22:00:00 - 25/11/2020 23:00:00","BZN|FI","Without sequence","4.98","",""
"25/11/2020 23:00:00 - 26/11/2020 00:00:00","BZN|FI","Without sequence","4.43","",""
"26/11/2020 00:00:00 - 26/11/2020 01:00:00","BZN|FI","Without sequence","4.29","",""
"26/11/2020 01:00:00 - 26/11/2020 02:00:00","BZN|FI","Without sequence","4.33","",""
"26/11/2020 02:00:00 - 26/11/2020 03:00:00","BZN|FI","Without sequence","4.35","",""
"26/11/2020 03:00:00 - 26/11/2020 04:00:00","BZN|FI","Without sequence","4.56","",""
"26/11/2020 04:00:00 - 26/11/2020 05:00:00","BZN|FI","Without sequence","5.09","",""
"26/11/2020 05:00:00 - 26/11/2020 06:00:00","BZN|FI","Without sequence","10.01","",""
"26/11/2020 06:00:00 - 26/11/2020 07:00:00","BZN|FI","Without sequence","33.35","",""
"26/11/2020 07:00:00 - 26/11/2020 08:00:00","BZN|FI","Without sequence","59.93","",""
"26/11/2020 08:00:00 - 26/11/2020 09:00:00","BZN|FI","Without sequence","65.69","",""
"26/11/2020 09:00:00 - 26/11/2020 10:00:00","BZN|FI","Without sequence","41.88","",""
"26/11/2020 10:00:00 - 26/11/2020 11:00:00","BZN|FI","Without sequence","58.51","",""
"26/11/2020 11:00:00 - 26/11/2020 12:00:00","BZN|FI","Without sequence","59.11","",""
"26/11/2020 12:00:00 - 26/11/2020 13:00:00","BZN|FI","Without sequence","55.79","",""
"26/11/2020 13:00:00 - 26/11/2020 14:00:00","BZN|FI","Without sequence","57.0","",""
"26/11/2020 14:00:00 - 26/11/2020 15:00:00","BZN|FI","Without sequence","61.68","",""
"26/11/2020 15:00:00 - 26/11/2020 16:00:00","BZN|FI","Without sequence","67.54","",""
"26/11/2020 16:00:00 - 26/11/2020 17:00:00","BZN|FI","Without sequence","74.45","",""
"26/11/2020 17:00:00 - 26/11/2020 18:00:00","BZN|FI","Without sequence","107.48","",""
"26/11/2020 18:00:00 - 26/11/2020 19:00:00","BZN|FI","Without sequence","77.89","",""
"26/11/2020 19:00:00 - 26/11/2020 20:00:00","BZN|FI","Without sequence","67.93","",""
"26/11/2020 20:00:00 - 26/11/2020 21:00:00","BZN|FI","Without sequence","46.67","",""
"26/11/2020 21:00:00 - 26/11/2020 22:00:00","BZN|FI","Without sequence","38.77","",""
"26/11/2020 22:00:00 - 26/11/2020 23:00:00","BZN|FI","Without sequence","28.99","",""
"26/11/2020 23:00:00 - 27/11/2020 00:00:00","BZN|FI","Without sequence","6.97","",""
"27/11/2020 00:00:00 - 27/11/2020 01:00:00","BZN|FI","Without sequence","15.52","",""
"27/11/2020 01:00:00 - 27/11/2020 02:00:00","BZN|FI","Without sequence","14.16","",""
"27/11/2020 02:00:00 - 27/11/2020 03:00:00","BZN|FI","Without sequence","14.39","",""
"27/11/2020 03:00:00 - 27/11/2020 04:00:00","BZN|FI","Without sequence","15.95","",""
"27/11/2020 04:00:00 - 27/11/2020 05:00:00","BZN|FI","Without sequence","17.75","",""
"27/11/2020 05:00:00 - 27/11/2020 06:00:00","BZN|FI","Without sequence","43.79","",""
"27/11/2020 06:00:00 - 27/11/2020 07:00:00","BZN|FI","Without sequence","55.46","",""
"27/11/2020 07:00:00 - 27/11/2020 08:00:00","BZN|FI","Without sequence","78.62","",""
"27/11/2020 08:00:00 - 27/11/2020 09:00:00","BZN|FI","Without sequence","93.79","",""
"27/11/2020 09:00:00 - 27/11/2020 10:00:00","BZN|FI","Without sequence","80.34","",""
"27/11/2020 10:00:00 - 27/11/2020 11:00:00","BZN|FI","Without sequence","77.91","",""
"27/11/2020 11:00:00 - 27/11/2020 12:00:00","BZN|FI","Without sequence","74.87","",""
"27/11/2020 12:00:00 - 27/11/2020 13:00:00","BZN|FI","Without sequence","72.21","",""
"27/11/2020 13:00:00 - 27/11/2020 14:00:00","BZN|FI","Without sequence","73.21","",""
"27/11/2020 14:00:00 - 27/11/2020 15:00:00","BZN|FI","Without sequence","72.64","",""
"27/11/2020 15:00:00 - 27/11/2020 16:00:00","BZN|FI","Without sequence","78.69","",""
"27/11/2020 16:00:00 - 27/11/2020 17:00:00","BZN|FI","Without sequence","86.11","",""
"27/11/2020 17:00:00 - 27/11/2020 18:00:00","BZN|FI","Without sequence","108.96","",""
"27/11/2020 18:00:00 - 27/11/2020 19:00:00","BZN|FI","Without sequence","80.01","",""
"27/11/2020 19:00:00 - 27/11/2020 20:00:00","BZN|FI","Without sequence","72.66","",""
"27/11/2020 20:00:00 - 27/11/2020 21:00:00","BZN|FI","Without sequence","52.01","",""
"27/11/2020 21:00:00 - 27/11/2020 22:00:00","BZN|FI","Without sequence","52.91","",""
"27/11/2020 22:00:00 - 27/11/2020 23:00:00","BZN|FI","Without sequence","51.74","",""
"27/11/2020 23:00:00 - 28/11/2020 00:00:00","BZN|FI","Without sequence","43.39","",""
"28/11/2020 00:00:00 - 28/11/2020 01:00:00","BZN|FI","Without sequence","47.75","",""
"28/11/2020 01:00:00 - 28/11/2020 02:00:00","BZN|FI","Without sequence","36.76","",""
"28/11/2020 02:00:00 - 28/11/2020 03:00:00","BZN|FI","Without sequence","35.39","",""
"28/11/2020 03:00:00 - 28/11/2020 04:00:00","BZN|FI","Without sequence","33.23","",""
"28/11/2020 04:00:00 - 28/11/2020 05:00:00","BZN|FI","Without sequence","29.92","",""
"28/11/2020 05:00:00 - 28/11/2020 06:00:00","BZN|FI","Without sequence","36.08","",""
"28/11/2020 06:00:00 - 28/11/2020 07:00:00","BZN|FI","Without sequence","36.66","",""
"28/11/2020 07:00:00 - 28/11/2020 08:00:00","BZN|FI","Without sequence","42.99","",""
"28/11/2020 08:00:00 - 28/11/2020 09:00:00","BZN|FI","Without sequence","36.07","",""
"28/11/2020 09:00:00 - 28/11/2020 10:00:00","BZN|FI","Without sequence","49.26","",""
"28/11/2020 10:00:00 - 28/11/2020 11:00:00","BZN|FI","Without sequence","50.34","",""
"28/11/2020 11:00:00 - 28/11/2020 12:00:00","BZN|FI","Without sequence","49.01","",""
"28/11/2020 12:00:00 - 28/11/2020 13:00:00","BZN|FI","Without sequence","49.08","",""
"28/11/2020 13:00:00 - 28/11/2020 14:00:00","BZN|FI","Without sequence","48.34","",""
"28/11/2020 14:00:00 - 28/11/2020 15:00:00","BZN|FI","Without sequence","47.86","",""
"28/11/2020 15:00:00 - 28/11/2020 16:00:00","BZN|FI","Without sequence","47.86","",""
"28/11/2020 16:00:00 - 28/11/2020 17:00:00","BZN|FI","Without sequence","52.18","",""
"28/11/2020 17:00:00 - 28/11/2020 18:00:00","BZN|FI","Without sequence","59.68","",""
"28/11/2020 18:00:00 - 28/11/2020 19:00:00","BZN|FI","Without sequence","56.14","",""
"28/11/2020 19:00:00 - 28/11/2020 20:00:00","BZN|FI","Without sequence","53.83","",""
"28/11/2020 20:00:00 - 28/11/2020 21:00:00","BZN|FI","Without sequence","29.97","",""
"28/11/2020 21:00:00 - 28/11/2020 22:00:00","BZN|FI","Without sequence","41.99","",""
"28/11/2020 22:00:00 - 28/11/2020 23:00:00","BZN|FI","Without sequence","40.63","",""
"28/11/2020 23:00:00 - 29/11/2020 00:00:00","BZN|FI","Without sequence","38.69","",""
"29/11/2020 00:00:00 - 29/11/2020 01:00:00","BZN|FI","Without sequence","17.16","",""
"29/11/2020 01:00:00 - 29/11/2020 02:00:00","BZN|FI","Without sequence","17.27","",""
"29/11/2020 02:00:00 - 29/11/2020 03:00:00","BZN|FI","Without sequence","28.95","",""
"29/11/2020 03:00:00 - 29/11/2020 04:00:00","BZN|FI","Without sequence","28.42","",""
"29/11/2020 04:00:00 - 29/11/2020 05:00:00","BZN|FI","Without sequence","17.08","",""
"29/11/2020 05:00:00 - 29/11/2020 06:00:00","BZN|FI","Without sequence","28.29","",""
"29/11/2020 06:00:00 - 29/11/2020 07:00:00","BZN|FI","Without sequence","18.54","",""
"29/11/2020 07:00:00 - 29/11/2020 08:00:00","BZN|FI","Without sequence","23.42","",""
"29/11/2020 08:00:00 - 29/11/2020 09:00:00","BZN|FI","Without sequence","26.73","",""
"29/11/2020 09:00:00 - 29/11/2020 10:00:00","BZN|FI","Without sequence","23.78","",""
"29/11/2020 10:00:00 - 29/11/2020 11:00:00","BZN|FI","Without sequence","25.74","",""
"29/11/2020 11:00:00 - 29/11/2020 12:00:00","BZN|FI","Without sequence","37.71","",""
"29/11/2020 12:00:00 - 29/11/2020 13:00:00","BZN|FI","Without sequence","38.51","",""
"29/11/2020 13:00:00 - 29/11/2020 14:00:00","BZN|FI","Without sequence","39.43","",""
"29/11/2020 14:00:00 - 29/11/2020 15:00:00","BZN|FI","Without sequence","43.76","",""
"29/11/2020 15:00:00 - 29/11/2020 16:00:00","BZN|FI","Without sequence","44.53","",""
"29/11/2020 16:00:00 - 29/11/2020 17:00:00","BZN|FI","Without sequence","49.1","",""
"29/11/2020 17:00:00 - 29/11/2020 18:00:00","BZN|FI","Without sequence","55.16","",""
"29/11/2020 18:00:00 - 29/11/2020 19:00:00","BZN|FI","Without sequence","58.26","",""
"29/11/2020 19:00:00 - 29/11/2020 20:00:00","BZN|FI","Without sequence","43.4","",""
"29/11/2020 20:00:00 - 29/11/2020 21:00:00","BZN|FI","Without sequence","21.23","",""
"29/11/2020 21:00:00 - 29/11/2020 22:00:00","BZN|FI","Without sequence","38.76","",""
"29/11/2020 22:00:00 - 29/11/2020 23:00:00","BZN|FI","Without sequence","39.95","",""
"29/11/2020 23:00:00 - 30/11/2020 00:00:00","BZN|FI","Without sequence","19.76","",""
"30/11/2020 00:00:00 - 30/11/2020 01:00:00","BZN|FI","Without sequence","19.92","",""
"30/11/2020 01:00:00 - 30/11/2020 02:00:00","BZN|FI","Without sequence","24.73","",""
"30/11/2020 02:00:00 - 30/11/2020 03:00:00","BZN|FI","Without sequence","21.94","",""
"30/11/2020 03:00:00 - 30/11/2020 04:00:00","BZN|FI","Without sequence","22.93","",""
"30/11/2020 04:00:00 - 30/11/2020 05:00:00","BZN|FI","Without sequence","27.38","",""
"30/11/2020 05:00:00 - 30/11/2020 06:00:00","BZN|FI","Without sequence","44.27","",""
"30/11/2020 06:00:00 - 30/11/2020 07:00:00","BZN|FI","Without sequence","70.5","",""
"30/11/2020 07:00:00 - 30/11/2020 08:00:00","BZN|FI","Without sequence","200.06","",""
"30/11/2020 08:00:00 - 30/11/2020 09:00:00","BZN|FI","Without sequence","254.44","",""
"30/11/2020 09:00:00 - 30/11/2020 10:00:00","BZN|FI","Without sequence","81.99","",""
"30/11/2020 10:00:00 - 30/11/2020 11:00:00","BZN|FI","Without sequence","72.34","",""
"30/11/2020 11:00:00 - 30/11/2020 12:00:00","BZN|FI","Without sequence","72.44","",""
"30/11/2020 12:00:00 - 30/11/2020 13:00:00","BZN|FI","Without sequence","74.5","",""
"30/11/2020 13:00:00 - 30/11/2020 14:00:00","BZN|FI","Without sequence","79.02","",""
"30/11/2020 14:00:00 - 30/11/2020 15:00:00","BZN|FI","Without sequence","99.96","",""
"30/11/2020 15:00:00 - 30/11/2020 16:00:00","BZN|FI","Without sequence","186.68","",""
"30/11/2020 16:00:00 - 30/11/2020 17:00:00","BZN|FI","Without sequence","196.64","",""
"30/11/2020 17:00:00 - 30/11/2020 18:00:00","BZN|FI","Without sequence","124.93","",""
"30/11/2020 18:00:00 - 30/11/2020 19:00:00","BZN|FI","Without sequence","71.78","",""
"30/11/2020 19:00:00 - 30/11/2020 20:00:00","BZN|FI","Without sequence","54.02","",""
"30/11/2020 20:00:00 - 30/11/2020 21:00:00","BZN|FI","Without sequence","42.85","",""
"30/11/2020 21:00:00 - 30/11/2020 22:00:00","BZN|FI","Without sequence","40.1","",""
"30/11/2020 22:00:00 - 30/11/2020 23:00:00","BZN|FI","Without sequence","34.6","",""
"30/11/2020 23:00:00 - 01/12/2020 00:00:00","BZN|FI","Without sequence","15.05","",""
"01/12/2020 00:00:00 - 01/12/2020 01:00:00","BZN|FI","Without sequence","13.18","",""
"01/12/2020 01:00:00 - 01/12/2020 02:00:00","BZN|FI","Without sequence","12.42","",""
"01/12/2020 02:00:00 - 01/12/2020 03:00:00","BZN|FI","Without sequence","12.41","",""
"01/12/2020 03:00:00 - 01/12/2020 04:00:00","BZN|FI","Without sequence","12.54","",""
"01/12/2020 04:00:00 - 01/12/2020 05:00:00","BZN|FI","Without sequence","12.91","",""
"01/12/2020 05:00:00 - 01/12/2020 06:00:00","BZN|FI","Without sequence","38.43","",""
"01/12/2020 06:00:00 - 01/12/2020 07:00:00","BZN|FI","Without sequence","56.03","",""
"01/12/2020 07:00:00 - 01/12/2020 08:00:00","BZN|FI","Without sequence","73.25","",""
"01/12/2020 08:00:00 - 01/12/2020 09:00:00","BZN|FI","Without sequence","75.57","",""
"01/12/2020 09:00:00 - 01/12/2020 10:00:00","BZN|FI","Without sequence","119.94","",""
"01/12/2020 10:00:00 - 01/12/2020 11:00:00","BZN|FI","Without sequence","70.25","",""
"01/12/2020 11:00:00 - 01/12/2020 12:00:00","BZN|FI","Without sequence","71.58","",""
"01/12/2020 12:00:00 - 01/12/2020 13:00:00","BZN|FI","Without sequence","86.45","",""
"01/12/2020 13:00:00 - 01/12/2020 14:00:00","BZN|FI","Without sequence","82.81","",""
"01/12/2020 14:00:00 - 01/12/2020 15:00:00","BZN|FI","Without sequence","75.59","",""
"01/12/2020 15:00:00 - 01/12/2020 16:00:00","BZN|FI","Without sequence","119.93","",""
"01/12/2020 16:00:00 - 01/12/2020 17:00:00","BZN|FI","Without sequence","147.97","",""
"01/12/2020 17:00:00 - 01/12/2020 18:00:00","BZN|FI","Without sequence","149.94","",""
"01/12/2020 18:00:00 - 01/12/2020 19:00:00","BZN|FI","Without sequence","77.8","",""
"01/12/2020 19:00:00 - 01/12/2020 20:00:00","BZN|FI","Without sequence","71.38","",""
"01/12/2020 20:00:00 - 01/12/2020 21:00:00","BZN|FI","Without sequence","60.66","",""
"01/12/2020 21:00:00 - 01/12/2020 22:00:00","BZN|FI","Without sequence","55.47","",""
"01/12/2020 22:00:00 - 01/12/2020 23:00:00","BZN|FI","Without sequence","50.16","",""
"01/12/2020 23:00:00 - 02/12/2020 00:00:00","BZN|FI","Without sequence","37.64","",""
"02/12/2020 00:00:00 - 02/12/2020 01:00:00","BZN|FI","Without sequence","16.03","",""
"02/12/2020 01:00:00 - 02/12/2020 02:00:00","BZN|FI","Without sequence","14.64","",""
"02/12/2020 02:00:00 - 02/12/2020 03:00:00","BZN|FI","Without sequence","14.21","",""
"02/12/2020 03:00:00 - 02/12/2020 04:00:00","BZN|FI","Without sequence","14.03","",""
"02/12/2020 04:00:00 - 02/12/2020 05:00:00","BZN|FI","Without sequence","14.71","",""
"02/12/2020 05:00:00 - 02/12/2020 06:00:00","BZN|FI","Without sequence","42.73","",""
"02/12/2020 06:00:00 - 02/12/2020 07:00:00","BZN|FI","Without sequence","63.02","",""
"02/12/2020 07:00:00 - 02/12/2020 08:00:00","BZN|FI","Without sequence","83.67","",""
"02/12/2020 08:00:00 - 02/12/2020 09:00:00","BZN|FI","Without sequence","105.46","",""
"02/12/2020 09:00:00 - 02/12/2020 10:00:00","BZN|FI","Without sequence","105.42","",""
"02/12/2020 10:00:00 - 02/12/2020 11:00:00","BZN|FI","Without sequence","86.08","",""
"02/12/2020 11:00:00 - 02/12/2020 12:00:00","BZN|FI","Without sequence","95.19","",""
"02/12/2020 12:00:00 - 02/12/2020 13:00:00","BZN|FI","Without sequence","84.95","",""
"02/12/2020 13:00:00 - 02/12/2020 14:00:00","BZN|FI","Without sequence","82.9","",""
"02/12/2020 14:00:00 - 02/12/2020 15:00:00","BZN|FI","Without sequence","90.0","",""
"02/12/2020 15:00:00 - 02/12/2020 16:00:00","BZN|FI","Without sequence","88.09","",""
"02/12/2020 16:00:00 - 02/12/2020 17:00:00","BZN|FI","Without sequence","105.4","",""
"02/12/2020 17:00:00 - 02/12/2020 18:00:00","BZN|FI","Without sequence","99.94","",""
"02/12/2020 18:00:00 - 02/12/2020 19:00:00","BZN|FI","Without sequence","83.57","",""
"02/12/2020 19:00:00 - 02/12/2020 20:00:00","BZN|FI","Without sequence","41.86","",""
"02/12/2020 20:00:00 - 02/12/2020 21:00:00","BZN|FI","Without sequence","22.25","",""
"02/12/2020 21:00:00 - 02/12/2020 22:00:00","BZN|FI","Without sequence","17.45","",""
"02/12/2020 22:00:00 - 02/12/2020 23:00:00","BZN|FI","Without sequence","14.84","",""
"02/12/2020 23:00:00 - 03/12/2020 00:00:00","BZN|FI","Without sequence","12.54","",""
"03/12/2020 00:00:00 - 03/12/2020 01:00:00","BZN|FI","Without sequence","9.23","",""
"03/12/2020 01:00:00 - 03/12/2020 02:00:00","BZN|FI","Without sequence","8.48","",""
"03/12/2020 02:00:00 - 03/12/2020 03:00:00","BZN|FI","Without sequence","8.19","",""
"03/12/2020 03:00:00 - 03/12/2020 04:00:00","BZN|FI","Without sequence","8.35","",""
"03/12/2020 04:00:00 - 03/12/2020 05:00:00","BZN|FI","Without sequence","8.94","",""
"03/12/2020 05:00:00 - 03/12/2020 06:00:00","BZN|FI","Without sequence","12.9","",""
"03/12/2020 06:00:00 - 03/12/2020 07:00:00","BZN|FI","Without sequence","20.06","",""
"03/12/2020 07:00:00 - 03/12/2020 08:00:00","BZN|FI","Without sequence","46.71","",""
"03/12/2020 08:00:00 - 03/12/2020 09:00:00","BZN|FI","Without sequence","61.07","",""
"03/12/2020 09:00:00 - 03/12/2020 10:00:00","BZN|FI","Without sequence","54.32","",""
"03/12/2020 10:00:00 - 03/12/2020 11:00:00","BZN|FI","Without sequence","46.53","",""
"03/12/2020 11:00:00 - 03/12/2020 12:00:00","BZN|FI","Without sequence","55.08","",""
"03/12/2020 12:00:00 - 03/12/2020 13:00:00","BZN|FI","Without sequence","49.83","",""
"03/12/2020 13:00:00 - 03/12/2020 14:00:00","BZN|FI","Without sequence","56.74","",""
"03/12/2020 14:00:00 - 03/12/2020 15:00:00","BZN|FI","Without sequence","54.39","",""
"03/12/2020 15:00:00 - 03/12/2020 16:00:00","BZN|FI","Without sequence","52.59","",""
"03/12/2020 16:00:00 - 03/12/2020 17:00:00","BZN|FI","Without sequence","51.7","",""
"03/12/2020 17:00:00 - 03/12/2020 18:00:00","BZN|FI","Without sequence","55.06","",""
"03/12/2020 18:00:00 - 03/12/2020 19:00:00","BZN|FI","Without sequence","46.59","",""
"03/12/2020 19:00:00 - 03/12/2020 20:00:00","BZN|FI","Without sequence","24.59","",""
"03/12/2020 20:00:00 - 03/12/2020 21:00:00","BZN|FI","Without sequence","18.9","",""
"03/12/2020 21:00:00 - 03/12/2020 22:00:00","BZN|FI","Without sequence","18.33","",""
"03/12/2020 22:00:00 - 03/12/2020 23:00:00","BZN|FI","Without sequence","16.18","",""
"03/12/2020 23:00:00 - 04/12/2020 00:00:00","BZN|FI","Without sequence","13.0","",""
"04/12/2020 00:00:00 - 04/12/2020 01:00:00","BZN|FI","Without sequence","10.98","",""
"04/12/2020 01:00:00 - 04/12/2020 02:00:00","BZN|FI","Without sequence","10.68","",""
"04/12/2020 02:00:00 - 04/12/2020 03:00:00","BZN|FI","Without sequence","10.53","",""
"04/12/2020 03:00:00 - 04/12/2020 04:00:00","BZN|FI","Without sequence","10.5","",""
"04/12/2020 04:00:00 - 04/12/2020 05:00:00","BZN|FI","Without sequence","10.54","",""
"04/12/2020 05:00:00 - 04/12/2020 06:00:00","BZN|FI","Without sequence","17.31","",""
"04/12/2020 06:00:00 - 04/12/2020 07:00:00","BZN|FI","Without sequence","23.34","",""
"04/12/2020 07:00:00 - 04/12/2020 08:00:00","BZN|FI","Without sequence","32.6","",""
"04/12/2020 08:00:00 - 04/12/2020 09:00:00","BZN|FI","Without sequence","39.78","",""
"04/12/2020 09:00:00 - 04/12/2020 10:00:00","BZN|FI","Without sequence","38.65","",""
"04/12/2020 10:00:00 - 04/12/2020 11:00:00","BZN|FI","Without sequence","35.89","",""
"04/12/2020 11:00:00 - 04/12/2020 12:00:00","BZN|FI","Without sequence","41.55","",""
"04/12/2020 12:00:00 - 04/12/2020 13:00:00","BZN|FI","Without sequence","39.74","",""
"04/12/2020 13:00:00 - 04/12/2020 14:00:00","BZN|FI","Without sequence","39.43","",""
"04/12/2020 14:00:00 - 04/12/2020 15:00:00","BZN|FI","Without sequence","43.91","",""
"04/12/2020 15:00:00 - 04/12/2020 16:00:00","BZN|FI","Without sequence","51.22","",""
"04/12/2020 16:00:00 - 04/12/2020 17:00:00","BZN|FI","Without sequence","54.54","",""
"04/12/2020 17:00:00 - 04/12/2020 18:00:00","BZN|FI","Without sequence","62.82","",""
"04/12/2020 18:00:00 - 04/12/2020 19:00:00","BZN|FI","Without sequence","53.73","",""
"04/12/2020 19:00:00 - 04/12/2020 20:00:00","BZN|FI","Without sequence","29.03","",""
"04/12/2020 20:00:00 - 04/12/2020 21:00:00","BZN|FI","Without sequence","20.27","",""
"04/12/2020 21:00:00 - 04/12/2020 22:00:00","BZN|FI","Without sequence","19.48","",""
"04/12/2020 22:00:00 - 04/12/2020 23:00:00","BZN|FI","Without sequence","18.47","",""
"04/12/2020 23:00:00 - 05/12/2020 00:00:00","BZN|FI","Without sequence","16.62","",""
"05/12/2020 00:00:00 - 05/12/2020 01:00:00","BZN|FI","Without sequence","18.65","",""
"05/12/2020 01:00:00 - 05/12/2020 02:00:00","BZN|FI","Without sequence","18.05","",""
"05/12/2020 02:00:00 - 05/12/2020 03:00:00","BZN|FI","Without sequence","17.06","",""
"05/12/2020 03:00:00 - 05/12/2020 04:00:00","BZN|FI","Without sequence","16.77","",""
"05/12/2020 04:00:00 - 05/12/2020 05:00:00","BZN|FI","Without sequence","16.83","",""
"05/12/2020 05:00:00 - 05/12/2020 06:00:00","BZN|FI","Without sequence","17.47","",""
"05/12/2020 06:00:00 - 05/12/2020 07:00:00","BZN|FI","Without sequence","18.47","",""
"05/12/2020 07:00:00 - 05/12/2020 08:00:00","BZN|FI","Without sequence","18.39","",""
"05/12/2020 08:00:00 - 05/12/2020 09:00:00","BZN|FI","Without sequence","19.86","",""
"05/12/2020 09:00:00 - 05/12/2020 10:00:00","BZN|FI","Without sequence","21.86","",""
"05/12/2020 10:00:00 - 05/12/2020 11:00:00","BZN|FI","Without sequence","21.94","",""
"05/12/2020 11:00:00 - 05/12/2020 12:00:00","BZN|FI","Without sequence","22.57","",""
"05/12/2020 12:00:00 - 05/12/2020 13:00:00","BZN|FI","Without sequence","22.11","",""
"05/12/2020 13:00:00 - 05/12/2020 14:00:00","BZN|FI","Without sequence","20.99","",""
"05/12/2020 14:00:00 - 05/12/2020 15:00:00","BZN|FI","Without sequence","20.81","",""
"05/12/2020 15:00:00 - 05/12/2020 16:00:00","BZN|FI","Without sequence","21.0","",""
"05/12/2020 16:00:00 - 05/12/2020 17:00:00","BZN|FI","Without sequence","22.43","",""
"05/12/2020 17:00:00 - 05/12/2020 18:00:00","BZN|FI","Without sequence","22.11","",""
"05/12/2020 18:00:00 - 05/12/2020 19:00:00","BZN|FI","Without sequence","21.49","",""
"05/12/2020 19:00:00 - 05/12/2020 20:00:00","BZN|FI","Without sequence","20.16","",""
"05/12/2020 20:00:00 - 05/12/2020 21:00:00","BZN|FI","Without sequence","19.99","",""
"05/12/2020 21:00:00 - 05/12/2020 22:00:00","BZN|FI","Without sequence","19.57","",""
"05/12/2020 22:00:00 - 05/12/2020 23:00:00","BZN|FI","Without sequence","17.56","",""
"05/12/2020 23:00:00 - 06/12/2020 00:00:00","BZN|FI","Without sequence","16.23","",""
"06/12/2020 00:00:00 - 06/12/2020 01:00:00","BZN|FI","Without sequence","17.89","",""
"06/12/2020 01:00:00 - 06/12/2020 02:00:00","BZN|FI","Without sequence","16.98","",""
"06/12/2020 02:00:00 - 06/12/2020 03:00:00","BZN|FI","Without sequence","16.71","",""
"06/12/2020 03:00:00 - 06/12/2020 04:00:00","BZN|FI","Without sequence","16.41","",""
"06/12/2020 04:00:00 - 06/12/2020 05:00:00","BZN|FI","Without sequence","16.66","",""
"06/12/2020 05:00:00 - 06/12/2020 06:00:00","BZN|FI","Without sequence","17.08","",""
"06/12/2020 06:00:00 - 06/12/2020 07:00:00","BZN|FI","Without sequence","18.21","",""
"06/12/2020 07:00:00 - 06/12/2020 08:00:00","BZN|FI","Without sequence","18.33","",""
"06/12/2020 08:00:00 - 06/12/2020 09:00:00","BZN|FI","Without sequence","17.59","",""
"06/12/2020 09:00:00 - 06/12/2020 10:00:00","BZN|FI","Without sequence","18.88","",""
"06/12/2020 10:00:00 - 06/12/2020 11:00:00","BZN|FI","Without sequence","19.55","",""
"06/12/2020 11:00:00 - 06/12/2020 12:00:00","BZN|FI","Without sequence","19.7","",""
"06/12/2020 12:00:00 - 06/12/2020 13:00:00","BZN|FI","Without sequence","19.62","",""
"06/12/2020 13:00:00 - 06/12/2020 14:00:00","BZN|FI","Without sequence","19.53","",""
"06/12/2020 14:00:00 - 06/12/2020 15:00:00","BZN|FI","Without sequence","19.67","",""
"06/12/2020 15:00:00 - 06/12/2020 16:00:00","BZN|FI","Without sequence","20.09","",""
"06/12/2020 16:00:00 - 06/12/2020 17:00:00","BZN|FI","Without sequence","21.98","",""
"06/12/2020 17:00:00 - 06/12/2020 18:00:00","BZN|FI","Without sequence","21.95","",""
"06/12/2020 18:00:00 - 06/12/2020 19:00:00","BZN|FI","Without sequence","21.02","",""
"06/12/2020 19:00:00 - 06/12/2020 20:00:00","BZN|FI","Without sequence","20.07","",""
"06/12/2020 20:00:00 - 06/12/2020 21:00:00","BZN|FI","Without sequence","19.71","",""
"06/12/2020 21:00:00 - 06/12/2020 22:00:00","BZN|FI","Without sequence","19.46","",""
"06/12/2020 22:00:00 - 06/12/2020 23:00:00","BZN|FI","Without sequence","17.77","",""
"06/12/2020 23:00:00 - 07/12/2020 00:00:00","BZN|FI","Without sequence","16.0","",""
"07/12/2020 00:00:00 - 07/12/2020 01:00:00","BZN|FI","Without sequence","13.56","",""
"07/12/2020 01:00:00 - 07/12/2020 02:00:00","BZN|FI","Without sequence","12.3","",""
"07/12/2020 02:00:00 - 07/12/2020 03:00:00","BZN|FI","Without sequence","11.71","",""
"07/12/2020 03:00:00 - 07/12/2020 04:00:00","BZN|FI","Without sequence","11.37","",""
"07/12/2020 04:00:00 - 07/12/2020 05:00:00","BZN|FI","Without sequence","11.91","",""
"07/12/2020 05:00:00 - 07/12/2020 06:00:00","BZN|FI","Without sequence","13.73","",""
"07/12/2020 06:00:00 - 07/12/2020 07:00:00","BZN|FI","Without sequence","48.21","",""
